ID,MA_HOPDONG_TINDUNG,SO_KY,NGAY_TRA,TRA_GOC,TRA_LAI
1482,CTRA010110,56,2024-09-15,33333333,1875571
1483,CTRA010110,57,2024-10-15,33333333,1452055
1484,CTRA010110,58,2024-11-15,33333333,1125343
1485,CTRA010110,59,2024-12-15,33333333,726028
1486,CTRA010199,1,2021-07-02,750000000,1083698630
1487,CTRA010199,2,2021-08-02,750000000,1110490068
1488,CTRA010199,3,2021-09-02,750000000,1101158219
1489,CTRA010199,4,2021-10-02,750000000,1056606164
1490,CTRA010199,5,2021-11-02,750000000,1082494521
1491,CTRA010199,6,2021-12-02,750000000,1038544521
1492,CTRA010199,7,2022-01-02,750000000,1063830822
1493,CTRA010199,8,2022-02-02,750000000,1054498973
1494,CTRA010199,9,2022-03-02,750000000,944021918
1495,CTRA010199,10,2022-04-02,750000000,1035835274
1496,CTRA010199,11,2022-05-02,750000000,993390411
1497,CTRA010199,12,2022-06-02,750000000,1017171575
1498,CTRA010199,13,2022-07-02,750000000,975328767
1499,CTRA010199,14,2022-08-02,750000000,998507877
1500,CTRA010199,15,2022-09-02,750000000,989176027
1501,CTRA010199,16,2022-10-02,750000000,948236301
1502,CTRA010199,17,2022-11-02,750000000,970512329
1503,CTRA010199,18,2022-12-02,750000000,930174658
1504,CTRA010199,19,2023-01-02,750000000,951848630
1505,CTRA010199,20,2023-02-02,750000000,942516781
1506,CTRA010199,21,2023-03-02,750000000,842876712
1507,CTRA010199,22,2023-04-02,750000000,923853082
1508,CTRA010199,23,2023-05-02,750000000,885020548
1509,CTRA010199,24,2023-06-02,750000000,905189384
1510,CTRA010199,25,2023-07-02,750000000,866958904
1511,CTRA010199,26,2023-08-02,750000000,886525685
1512,CTRA010199,27,2023-09-02,750000000,877193836
1513,CTRA010199,28,2023-10-02,750000000,839866438
1514,CTRA010199,29,2023-11-02,750000000,858530137
1515,CTRA010199,30,2023-12-02,750000000,821804795
1516,CTRA010199,31,2024-01-02,750000000,839866438
1517,CTRA010199,32,2024-02-02,750000000,830534589
1518,CTRA010199,33,2024-03-02,750000000,768221918
1519,CTRA010199,34,2024-04-02,750000000,811870890
1520,CTRA010199,35,2024-05-02,750000000,776650685
1521,CTRA010199,36,2024-06-02,750000000,793207192
1522,CTRA010199,37,2024-07-02,750000000,758589041
1523,CTRA010199,38,2024-08-02,750000000,774543493
1524,CTRA010199,39,2024-09-02,750000000,765211644
1525,CTRA010199,40,2024-10-02,750000000,731496575
1526,CTRA010199,41,2024-11-02,750000000,746547945
1527,CTRA010199,42,2024-12-02,750000000,713434932
1528,CTRA010269,1,2020-05-19,33333333,22191781
1529,CTRA010269,2,2020-06-19,33333333,22549315
1530,CTRA010269,3,2020-07-19,33333333,21452055
1531,CTRA010269,4,2020-08-19,33333333,21784932
1532,CTRA010269,5,2020-09-19,33333333,21402740
1533,CTRA010269,6,2020-10-19,33333333,20342466
1534,CTRA010269,7,2020-11-19,33333333,20638356
1535,CTRA010269,8,2020-12-19,33333333,19602740
1536,CTRA010269,9,2021-01-19,33333333,19873973
1537,CTRA010269,10,2021-02-19,33333333,19491781
1538,CTRA010269,11,2021-03-19,33333333,17260274
1539,CTRA010269,12,2021-04-19,33333333,18727397
1540,CTRA010269,13,2021-05-19,33333333,17753425
1541,CTRA010269,14,2021-06-19,33333333,17963014
1542,CTRA010269,15,2021-07-19,33333333,17013699
1543,CTRA010269,16,2021-08-19,33333333,17198630
1544,CTRA010269,17,2021-09-19,33333333,16816438
1545,CTRA010269,18,2021-10-19,33333333,15904110
1546,CTRA010269,19,2021-11-19,33333333,16052055
1547,CTRA010269,20,2021-12-19,33333333,15164384
1548,CTRA010269,21,2022-01-19,33333333,15287671
1549,CTRA010269,22,2022-02-19,33333333,14905480
1550,CTRA010269,23,2022-03-19,33333333,13117808
1551,CTRA010269,24,2022-04-19,33333333,14141096
1552,CTRA010269,25,2022-05-19,33333333,13315069
1553,CTRA010269,26,2022-06-19,33333333,13376712
1554,CTRA010269,27,2022-07-19,33333333,12575343
1555,CTRA010269,28,2022-08-19,33333333,12612329
1556,CTRA010269,29,2022-09-19,33333333,12230137
1557,CTRA010269,30,2022-10-19,33333333,11465754
1558,CTRA010269,31,2022-11-19,33333333,11465754
1559,CTRA010269,32,2022-12-19,33333333,10726028
1560,CTRA010269,33,2023-01-19,33333333,10701370
1561,CTRA010269,34,2023-02-19,33333333,10319178
1562,CTRA010269,35,2023-03-19,33333333,8975343
1563,CTRA010269,36,2023-04-19,33333333,9554795
1564,CTRA010269,37,2023-05-19,33333333,8876712
1565,CTRA010269,38,2023-06-19,33333333,8790411
1566,CTRA010269,39,2023-07-19,33333333,8136986
1567,CTRA010269,40,2023-08-19,33333333,8026028
1568,CTRA010269,41,2023-09-19,33333333,7643836
1569,CTRA010269,42,2023-10-19,33333333,7027397
1570,CTRA010269,43,2023-11-19,33333333,6879452
1571,CTRA010269,44,2023-12-19,33333333,6287671
1572,CTRA010269,45,2024-01-19,33333333,6115069
1573,CTRA010269,46,2024-02-19,33333333,5732877
1574,CTRA010269,47,2024-03-19,33333333,5005480
1575,CTRA010269,48,2024-04-19,33333333,4968493
1576,CTRA010269,49,2024-05-19,33333333,4438356
1577,CTRA010269,50,2024-06-19,33333333,4204110
1578,CTRA010269,51,2024-07-19,33333333,3698630
1579,CTRA010269,52,2024-08-19,33333333,3439726
1580,CTRA010269,53,2024-09-19,33333333,3057534
1581,CTRA010269,54,2024-10-19,33333333,2589041
1582,CTRA010269,55,2024-11-19,33333333,2293151
1583,CTRA010269,56,2024-12-19,33333333,1849315
1584,CTRA010309,1,2021-06-08,291666667,435486301
1585,CTRA010309,2,2021-07-08,291666667,417926370
1586,CTRA010309,3,2021-08-08,291666667,428228196
1587,CTRA010309,4,2021-09-08,291666667,424599144
1588,CTRA010309,5,2021-10-08,291666667,407390411
1589,CTRA010309,6,2021-11-08,291666667,417341039
1590,CTRA010309,7,2021-12-08,291666667,400366438
1591,CTRA010309,8,2022-01-08,291666667,410082934
1592,CTRA010309,9,2022-02-08,291666667,406453881
1593,CTRA010309,10,2022-03-08,291666667,363841781
1594,CTRA010309,11,2022-04-08,291666667,399195776
1595,CTRA010309,12,2022-05-08,291666667,382806507
1596,CTRA010309,13,2022-06-08,291666667,391937671
1597,CTRA010309,14,2022-07-08,291666667,375782534
1598,CTRA010309,15,2022-08-08,291666667,384679566
1599,CTRA010309,16,2022-09-08,291666667,381050514
1600,CTRA010309,17,2022-10-08,291666667,365246575
1601,CTRA010309,18,2022-11-08,291666667,373792409
1602,CTRA010309,19,2022-12-08,291666667,358222603
1603,CTRA010309,20,2023-01-08,291666667,366534304
1604,CTRA010309,21,2023-02-08,291666667,362905251
1605,CTRA010309,22,2023-03-08,291666667,324507534
1606,CTRA010309,23,2023-04-08,291666667,355647146
1607,CTRA010309,24,2023-05-08,291666667,340662671
1608,CTRA010309,25,2023-06-08,291666667,348389041
1609,CTRA010309,26,2023-07-08,291666667,333638699
1610,CTRA010309,27,2023-08-08,291666667,341130936
1611,CTRA010309,28,2023-09-08,291666667,337501883
1612,CTRA010309,29,2023-10-08,291666667,323102740
1613,CTRA010309,30,2023-11-08,291666667,330243778
1614,CTRA010309,31,2023-12-08,291666667,316078767
1615,CTRA010309,32,2024-01-08,291666667,322985673
1616,CTRA010309,33,2024-02-08,291666667,319356621
1617,CTRA010309,34,2024-03-08,291666667,295358048
1618,CTRA010309,35,2024-04-08,291666667,312098516
1619,CTRA010309,36,2024-05-08,291666667,298518835
1620,CTRA010309,37,2024-06-08,291666667,304840411
1621,CTRA010309,38,2024-07-08,291666667,291494863
1622,CTRA010309,39,2024-08-08,291666667,297582306
1623,CTRA010309,40,2024-09-08,291666667,293953253
1624,CTRA010309,41,2024-10-08,291666667,280958904
1625,CTRA010309,42,2024-11-08,291666667,286695148
1626,CTRA010309,43,2024-12-08,291666667,273934931
1627,CTRA010510,1,2021-07-28,57142857,58586301
1628,CTRA010510,2,2021-08-28,57142857,59818474
1629,CTRA010510,3,2021-09-28,57142857,59097769
1630,CTRA010510,4,2021-10-28,57142857,56493933
1631,CTRA010510,5,2021-11-28,57142857,57656360
1632,CTRA010510,6,2021-12-28,57142857,55099022
1633,CTRA010510,7,2022-01-28,57142857,56214951
1634,CTRA010510,8,2022-02-27,57142857,53704110
1635,CTRA010510,9,2022-03-27,57142857,49472877
1636,CTRA010510,10,2022-04-27,57142857,54052838
1637,CTRA010510,11,2022-05-27,57142857,51611742
1638,CTRA010510,12,2022-06-27,57142857,52611429
1639,CTRA010510,13,2022-07-27,57142857,50216830
1640,CTRA010510,14,2022-08-27,57142857,51170020
1641,CTRA010510,15,2022-09-27,57142857,50449315
1642,CTRA010510,16,2022-10-27,57142857,48124462
1643,CTRA010510,17,2022-11-27,57142857,49007906
1644,CTRA010510,18,2022-12-27,57142857,46729550
1645,CTRA010510,19,2023-01-27,57142857,47566497
1646,CTRA010510,20,2023-02-27,57142857,46845793
1647,CTRA010510,21,2023-03-27,57142857,41661370
1648,CTRA010510,22,2023-04-27,57142857,45404384
1649,CTRA010510,23,2023-05-27,57142857,43242270
1650,CTRA010510,24,2023-06-27,57142857,43962975
1651,CTRA010510,25,2023-07-27,57142857,41847358
1652,CTRA010510,26,2023-08-27,57142857,42521566
1653,CTRA010510,27,2023-09-27,57142857,41800861
1654,CTRA010510,28,2023-10-27,57142857,39754990
1655,CTRA010510,29,2023-11-27,57142857,40359452
1656,CTRA010510,30,2023-12-27,57142857,38360078
1657,CTRA010510,31,2024-01-27,57142857,38918043
1658,CTRA010510,32,2024-02-27,57142857,38197339
1659,CTRA010510,33,2024-03-27,57142857,35058787
1660,CTRA010510,34,2024-04-27,57142857,36755930
1661,CTRA010510,35,2024-05-27,57142857,34872798
1662,CTRA010510,36,2024-06-27,57142857,35314521
1663,CTRA010510,37,2024-07-27,57142857,33477887
1664,CTRA010510,38,2024-08-27,57142857,33873112
1665,CTRA010510,39,2024-09-27,57142857,33152407
1666,CTRA010510,40,2024-10-27,57142857,31385519
1667,CTRA010510,41,2024-11-27,57142857,31710998
1668,CTRA010510,42,2024-12-27,57142857,29990607
1669,CTRA010568,1,2022-06-19,310000000,225110959
1670,CTRA010568,2,2022-07-19,310000000,214218493
1671,CTRA010568,3,2022-08-19,310000000,217607260
1672,CTRA010568,4,2022-09-19,310000000,213855411
1673,CTRA010568,5,2022-10-19,310000000,203326027
1674,CTRA010568,6,2022-11-19,310000000,206351712
1675,CTRA010568,7,2022-12-19,310000000,196064384
1676,CTRA010568,8,2023-01-19,310000000,198848014
1677,CTRA010568,9,2023-02-19,310000000,195096164
1678,CTRA010568,10,2023-03-19,310000000,172827123
1679,CTRA010568,11,2023-04-19,310000000,187592466
1680,CTRA010568,12,2023-05-19,310000000,177910274
1681,CTRA010568,13,2023-06-19,310000000,180088767
1682,CTRA010568,14,2023-07-19,310000000,170648630
1683,CTRA010568,15,2023-08-19,310000000,172585068
1684,CTRA010568,16,2023-09-19,310000000,168833219
1685,CTRA010568,17,2023-10-19,310000000,159756164
1686,CTRA010568,18,2023-11-19,310000000,161329521
1687,CTRA010568,19,2023-12-19,310000000,152494521
1688,CTRA010568,20,2024-01-19,310000000,153825822
1689,CTRA010568,21,2024-02-19,310000000,150073973
1690,CTRA010568,22,2024-03-19,310000000,136881986
1691,CTRA010568,23,2024-04-19,310000000,142570274
1692,CTRA010568,24,2024-05-19,310000000,134340411
1693,CTRA010568,25,2024-06-19,310000000,135066575
1694,CTRA010568,26,2024-07-19,310000000,127078767
1695,CTRA010568,27,2024-08-19,310000000,127562877
1696,CTRA010568,28,2024-09-19,310000000,123811027
1697,CTRA010568,29,2024-10-19,310000000,116186301
1698,CTRA010568,30,2024-11-19,310000000,116307329
1699,CTRA010568,31,2024-12-19,310000000,108924658
1700,CTRA010567,1,2020-03-26,1458333333,806438356
1701,CTRA010567,2,2020-04-26,1458333333,844095320
1702,CTRA010567,3,2020-05-26,1458333333,799486301
1703,CTRA010567,4,2020-06-26,1458333333,808176370
1704,CTRA010567,5,2020-07-26,1458333333,764726027
1705,CTRA010567,6,2020-08-26,1458333333,772257420
1706,CTRA010567,7,2020-09-26,1458333333,754297945
1707,CTRA010567,8,2020-10-26,1458333333,712585616
1708,CTRA010567,9,2020-11-26,1458333333,718378995
1709,CTRA010567,10,2020-12-26,1458333333,677825343
1710,CTRA010567,11,2021-01-26,1458333333,682460046
1711,CTRA010567,12,2021-02-26,1458333333,664500571
1712,CTRA010567,13,2021-03-26,1458333333,583972603
1713,CTRA010567,14,2021-04-26,1458333333,628581621
1714,CTRA010567,15,2021-05-26,1458333333,590924658
1715,CTRA010567,16,2021-06-26,1458333333,592662671
1716,CTRA010567,17,2021-07-26,1458333333,556164384
1717,CTRA010567,18,2021-08-26,1458333333,556743722
1718,CTRA010567,19,2021-09-26,1458333333,538784247
1719,CTRA010567,20,2021-10-26,1458333333,504023973
1720,CTRA010567,21,2021-11-26,1458333333,502865297
1721,CTRA010567,22,2021-12-26,1458333333,469263699
1722,CTRA010567,23,2022-01-26,1458333333,466946347
1723,CTRA010567,24,2022-02-26,1458333333,448986872
1724,CTRA010567,25,2022-03-26,1458333333,389315069
1725,CTRA010567,26,2022-04-26,1458333333,413067922
1726,CTRA010567,27,2022-05-26,1458333333,382363014
1727,CTRA010567,28,2022-06-26,1458333333,377148973
1728,CTRA010567,29,2022-07-26,1458333333,347602740
1729,CTRA010567,30,2022-08-26,1458333333,341230023
1730,CTRA010567,31,2022-09-26,1458333333,323270548
1731,CTRA010567,32,2022-10-26,1458333333,295462329
1732,CTRA010567,33,2022-11-26,1458333333,287351598
1733,CTRA010567,34,2022-12-26,1458333333,260702055
1734,CTRA010567,35,2023-01-26,1458333333,251432649
1735,CTRA010567,36,2023-02-26,1458333333,233473174
1736,CTRA010567,37,2023-03-26,1458333333,194657534
1737,CTRA010567,38,2023-04-26,1458333333,197554224
1738,CTRA010567,39,2023-05-26,1458333333,173801370
1739,CTRA010567,40,2023-06-26,1458333333,161635274
1740,CTRA010567,41,2023-07-26,1458333333,139041096
1741,CTRA010567,42,2023-08-26,1458333333,125716324
1742,CTRA010567,43,2023-09-26,1458333333,107756849
1743,CTRA010567,44,2023-10-26,1458333333,86900685
1744,CTRA010567,45,2023-11-26,1458333333,71837900
1745,CTRA010567,46,2023-12-26,1458333333,52140411
1746,CTRA010567,47,2024-01-26,1458333333,35918950
1747,CTRA010567,48,2024-02-27,1458333349,18538813
1748,CTRA010627,1,2021-08-02,78333333,55884932
1749,CTRA010627,2,2021-09-02,78333333,54953516
1750,CTRA010627,3,2021-10-02,78333333,52279452
1751,CTRA010627,4,2021-11-02,78333333,53090685
1752,CTRA010627,5,2021-12-02,78333333,50476712
1753,CTRA010627,6,2022-01-02,78333333,51227854
1754,CTRA010627,7,2022-02-02,78333333,50296438
1755,CTRA010627,8,2022-03-02,78333333,44587763
1756,CTRA010627,9,2022-04-02,78333333,48433607
1757,CTRA010627,10,2022-05-02,78333333,45969863
1758,CTRA010627,11,2022-06-02,78333333,46570776
1759,CTRA010627,12,2022-07-02,78333333,44167123
1760,CTRA010627,13,2022-08-02,78333333,44707945
1761,CTRA010627,14,2022-09-02,78333333,43776530
1762,CTRA010627,15,2022-10-02,78333333,41463014
1763,CTRA010627,16,2022-11-02,78333333,41913699
1764,CTRA010627,17,2022-12-02,78333333,39660274
1765,CTRA010627,18,2023-01-02,78333333,40050868
1766,CTRA010627,19,2023-02-02,78333333,39119452
1767,CTRA010627,20,2023-03-02,78333333,34492420
1768,CTRA010627,21,2023-04-02,78333333,37256621
1769,CTRA010627,22,2023-05-02,78333333,35153425
1770,CTRA010627,23,2023-06-02,78333333,35393790
1771,CTRA010627,24,2023-07-02,78333333,33350685
1772,CTRA010627,25,2023-08-02,78333333,33530959
1773,CTRA010627,26,2023-09-02,78333333,32599543
1774,CTRA010627,27,2023-10-02,78333333,30646575
1775,CTRA010627,28,2023-11-02,78333333,30736712
1776,CTRA010627,29,2023-12-02,78333333,28843836
1777,CTRA010627,30,2024-01-02,78333333,28873881
1778,CTRA010627,31,2024-02-02,78333333,27942466
1779,CTRA010627,32,2024-03-02,78333333,25268402
1780,CTRA010627,33,2024-04-02,78333333,26079635
1781,CTRA010627,34,2024-05-02,78333333,24336986
1782,CTRA010627,35,2024-06-02,78333333,24216804
1783,CTRA010627,36,2024-07-02,78333333,22534247
1784,CTRA010627,37,2024-08-02,78333333,22353973
1785,CTRA010627,38,2024-09-02,78333333,21422557
1786,CTRA010627,39,2024-10-02,78333333,19830137
1787,CTRA010627,40,2024-11-02,78333333,19559726
1788,CTRA010627,41,2024-12-02,78333333,18027397
1789,CTRA010753,1,2023-02-08,666666667,102257534
1790,CTRA010753,2,2023-03-08,666666667,84664840
1791,CTRA010753,3,2023-04-08,666666667,85214612
1792,CTRA010753,4,2023-05-08,666666667,74219178
1793,CTRA010753,5,2023-06-08,666666667,68171689
1794,CTRA010753,6,2023-07-08,666666667,57726027
1795,CTRA010753,7,2023-08-08,666666667,51128767
1796,CTRA010753,8,2023-09-08,666666667,42607306
1797,CTRA010753,9,2023-10-08,666666667,32986301
1798,CTRA010753,10,2023-11-08,666666667,25564384
1799,CTRA010753,11,2023-12-08,666666667,16493151
1800,CTRA010753,12,2024-01-09,666666663,8796347
1801,CTRA010994,1,2020-03-04,9722222,16128767
1802,CTRA010994,2,2020-04-04,9722222,17121366
1803,CTRA010994,3,2020-05-04,9722222,16453196
1804,CTRA010994,4,2020-06-04,9722222,16881906
1805,CTRA010994,5,2020-07-04,9722222,16221461
1806,CTRA010994,6,2020-08-04,9722222,16642447
1807,CTRA010994,7,2020-09-04,9722222,16522717
1808,CTRA010994,8,2020-10-04,9722222,15873858
1809,CTRA010994,9,2020-11-04,9722222,16283257
1810,CTRA010994,10,2020-12-04,9722222,15642123
1811,CTRA010994,11,2021-01-04,9722222,16043798
1812,CTRA010994,12,2021-02-04,9722222,15924068
1813,CTRA010994,13,2021-03-04,9722222,14274886
1814,CTRA010994,14,2021-04-04,9722222,15684608
1815,CTRA010994,15,2021-05-04,9722222,15062785
1816,CTRA010994,16,2021-06-04,9722222,15445148
1817,CTRA010994,17,2021-07-04,9722222,14831050
1818,CTRA010994,18,2021-08-04,9722222,15205689
1819,CTRA010994,19,2021-09-04,9722222,15085959
1820,CTRA010994,20,2021-10-04,9722222,14483448
1821,CTRA010994,21,2021-11-04,9722222,14846499
1822,CTRA010994,22,2021-12-04,9722222,14251712
1823,CTRA010994,23,2022-01-04,9722222,14607040
1824,CTRA010994,24,2022-02-04,9722222,14487310
1825,CTRA010994,25,2022-03-04,9722222,12977169
1826,CTRA010994,26,2022-04-04,9722222,14247850
1827,CTRA010994,27,2022-05-04,9722222,13672374
1828,CTRA010994,28,2022-06-04,9722222,14008390
1829,CTRA010994,29,2022-07-04,9722222,13440639
1830,CTRA010994,30,2022-08-04,9722222,13768931
1831,CTRA010994,31,2022-09-04,9722222,13649201
1832,CTRA010994,32,2022-10-04,9722222,13093037
1833,CTRA010994,33,2022-11-04,9722222,13409741
1834,CTRA010994,34,2022-12-04,9722222,12861301
1835,CTRA010994,35,2023-01-04,9722222,13170282
1836,CTRA010994,36,2023-02-04,9722222,13050552
1837,CTRA010994,37,2023-03-04,9722222,11679452
1838,CTRA010994,38,2023-04-04,9722222,12811092
1839,CTRA010994,39,2023-05-04,9722222,12281964
1840,CTRA010994,40,2023-06-04,9722222,12571633
1841,CTRA010994,41,2023-07-04,9722222,12050228
1842,CTRA010994,42,2023-08-04,9722222,12332173
1843,CTRA010994,43,2023-09-04,9722222,12212443
1844,CTRA010994,44,2023-10-04,9722222,11702626
1845,CTRA010994,45,2023-11-04,9722222,11972983
1846,CTRA010994,46,2023-12-04,9722222,11470891
1847,CTRA010994,47,2024-01-04,9722222,11733524
1848,CTRA010994,48,2024-02-04,9722222,11613794
1849,CTRA010994,49,2024-03-04,9722222,10752512
1850,CTRA010994,50,2024-04-04,9722222,11374334
1851,CTRA010994,51,2024-05-04,9722222,10891553
1852,CTRA010994,52,2024-06-04,9722222,11134875
1853,CTRA010994,53,2024-07-04,9722222,10659817
1854,CTRA010994,54,2024-08-04,9722222,10895415
1855,CTRA010994,55,2024-09-04,9722222,10775685
1856,CTRA010994,56,2024-10-04,9722222,10312215
1857,CTRA010994,57,2024-11-04,9722222,10536225
1858,CTRA010994,58,2024-12-04,9722222,10080480
1859,CTRA011153,1,2016-02-07,187500000,198739726
1860,CTRA011153,2,2016-03-07,187500000,183981164
1861,CTRA011153,3,2016-04-07,187500000,194599315
1862,CTRA011153,4,2016-05-07,187500000,186318493
1863,CTRA011153,5,2016-06-07,187500000,190458904
1864,CTRA011153,6,2016-07-07,187500000,182311644
1865,CTRA011153,7,2016-08-07,187500000,186318493
1866,CTRA011153,8,2016-09-07,187500000,184248288
1867,CTRA011153,9,2016-10-07,187500000,176301370
1868,CTRA011153,10,2016-11-07,187500000,180107877
1869,CTRA011153,11,2016-12-07,187500000,172294521
1870,CTRA011153,12,2017-01-07,187500000,175967466
1871,CTRA011153,13,2017-02-07,187500000,173897260
1872,CTRA011153,14,2017-03-07,187500000,155198630
1873,CTRA011153,15,2017-04-07,187500000,169756849
1874,CTRA011153,16,2017-05-07,187500000,162277397
1875,CTRA011153,17,2017-06-07,187500000,165616438
1876,CTRA011153,18,2017-07-07,187500000,158270548
1877,CTRA011153,19,2017-08-07,187500000,161476027
1878,CTRA011153,20,2017-09-07,187500000,159405822
1879,CTRA011153,21,2017-10-07,187500000,152260274
1880,CTRA011153,22,2017-11-07,187500000,155265411
1881,CTRA011153,23,2017-12-07,187500000,148253425
1882,CTRA011153,24,2018-01-07,187500000,151125000
1883,CTRA011153,25,2018-02-07,187500000,149054795
1884,CTRA011153,26,2018-03-07,187500000,132760274
1885,CTRA011153,27,2018-04-07,187500000,144914384
1886,CTRA011153,28,2018-05-07,187500000,138236301
1887,CTRA011153,29,2018-06-07,187500000,140773973
1888,CTRA011153,30,2018-07-07,187500000,134229452
